,test_id,kcid,lmc_prior_code,lengthscale_prior_code,input,lengthscales
0,0,0,2,1,0,"[2.2093, 0.886, 1.6973]"
1,0,0,2,1,0,"[3.7842, 1.4596, 1.0615]"
2,0,0,2,1,0,"[3.4749, 1.5817, 2.4502]"
3,0,0,2,1,0,"[3.0046, 0.9461, 4.5165]"
4,0,0,2,1,0,"[3.195, 1.0023, 5.4257]"
5,0,0,2,1,0,"[4.6459, 0.666, 3.156]"
6,0,0,2,1,0,"[5.6735, 0.7746, 1.1367]"
7,0,0,2,1,0,"[0.9379, 2.8266, 1.9869]"
8,0,0,2,1,0,"[3.4654, 1.1664, 1.1874]"
9,0,0,2,1,0,"[4.5301, 1.4853, 1.2542]"
10,0,0,2,1,1,"[0.3181, 1.386, 1.3197]"
11,0,0,2,1,1,"[0.2844, 3.2964, 1.7313]"
12,0,0,2,1,1,"[0.3194, 3.0156, 3.402]"
13,0,0,2,1,1,"[0.3503, 4.1472, 4.8123]"
14,0,0,2,1,1,"[0.2577, 2.8728, 4.2425]"
15,0,0,2,1,1,"[0.3289, 5.5211, 4.6791]"
16,0,0,2,1,1,"[0.3677, 3.9836, 5.5317]"
17,0,0,2,1,1,"[0.2963, 5.5875, 4.6369]"
18,0,0,2,1,1,"[0.3602, 5.9343, 3.1636]"
19,0,0,2,1,1,"[0.5388, 6.1199, 3.7805]"
20,0,0,2,1,2,"[3.0341, 1.7314, 0.8247]"
21,0,0,2,1,2,"[1.692, 0.9783, 0.9565]"
22,0,0,2,1,2,"[1.0719, 2.9291, 0.8949]"
23,0,0,2,1,2,"[1.1377, 4.8467, 0.9836]"
24,0,0,2,1,2,"[0.8757, 1.621, 2.3731]"
25,0,0,2,1,2,"[1.6714, 2.4627, 0.6188]"
26,0,0,2,1,2,"[3.4876, 0.7517, 0.9397]"
27,0,0,2,1,2,"[0.861, 1.5141, 2.75]"
28,0,0,2,1,2,"[1.2297, 1.3147, 0.8153]"
29,0,0,2,1,2,"[2.4194, 2.1192, 0.4695]"
30,0,0,2,1,3,"[1.6112, 1.0431, 0.6314]"
31,0,0,2,1,3,"[2.501, 2.5422, 0.5672]"
32,0,0,2,1,3,"[1.9728, 2.2047, 1.1094]"
33,0,0,2,1,3,"[4.453, 4.1907, 1.3531]"
34,0,0,2,1,3,"[3.3756, 1.2491, 2.3911]"
35,0,0,2,1,3,"[0.6069, 2.078, 4.7026]"
36,0,0,2,1,3,"[0.5299, 3.7738, 2.9165]"
37,0,0,2,1,3,"[0.7767, 3.7995, 2.2757]"
38,0,0,2,1,3,"[0.5705, 5.8275, 4.0522]"
39,0,0,2,1,3,"[0.502, 4.2586, 2.9673]"
40,0,1,2,1,0,"[1.0598, 1.0393, 0.7031]"
41,0,1,2,1,0,"[1.8871, 1.4372, 0.4798]"
42,0,1,2,1,0,"[2.2853, 1.1739, 1.3431]"
43,0,1,2,1,0,"[1.4205, 1.8959, 4.4934]"
44,0,1,2,1,0,"[2.9651, 0.8273, 6.2661]"
45,0,1,2,1,0,"[1.3858, 0.7163, 7.0363]"
46,0,1,2,1,0,"[3.3379, 1.293, 3.0832]"
47,0,1,2,1,0,"[3.6684, 0.9601, 5.2558]"
48,0,1,2,1,0,"[4.8208, 1.231, 2.3547]"
49,0,1,2,1,0,"[2.3759, 1.4526, 2.3505]"
50,0,1,2,1,1,"[3.1631, 0.5519, 1.8527]"
51,0,1,2,1,1,"[2.9566, 0.3751, 3.5998]"
52,0,1,2,1,1,"[4.8826, 0.3365, 4.0534]"
53,0,1,2,1,1,"[3.0213, 0.3249, 4.1362]"
54,0,1,2,1,1,"[3.3813, 0.4029, 2.0242]"
55,0,1,2,1,1,"[3.5705, 2.0714, 0.6404]"
56,0,1,2,1,1,"[4.2944, 0.3041, 0.7488]"
57,0,1,2,1,1,"[5.3424, 0.3073, 2.1643]"
58,0,1,2,1,1,"[2.8685, 0.4993, 1.0194]"
59,0,1,2,1,1,"[2.2421, 1.4794, 1.0371]"
60,0,1,2,1,2,"[1.495, 0.6691, 1.5471]"
61,0,1,2,1,2,"[1.5263, 0.5952, 2.4307]"
62,0,1,2,1,2,"[1.1324, 0.798, 3.9336]"
63,0,1,2,1,2,"[2.8887, 1.4092, 3.607]"
64,0,1,2,1,2,"[3.8838, 1.0453, 0.9914]"
65,0,1,2,1,2,"[4.4568, 1.0888, 1.8246]"
66,0,1,2,1,2,"[4.7035, 2.7805, 1.5488]"
67,0,1,2,1,2,"[0.6082, 4.496, 2.0905]"
68,0,1,2,1,2,"[2.9958, 4.1347, 0.7361]"
69,0,1,2,1,2,"[4.0213, 4.6596, 1.2309]"
70,0,1,2,1,3,"[1.4495, 0.6147, 3.0237]"
71,0,1,2,1,3,"[2.4085, 3.5403, 1.1521]"
72,0,1,2,1,3,"[1.5201, 3.1393, 1.2623]"
73,0,1,2,1,3,"[2.9368, 3.8122, 1.3286]"
74,0,1,2,1,3,"[3.2799, 2.5657, 4.5312]"
75,0,1,2,1,3,"[5.275, 4.1984, 1.0373]"
76,0,1,2,1,3,"[1.4773, 5.3984, 2.5177]"
77,0,1,2,1,3,"[0.5574, 5.7415, 3.1908]"
78,0,1,2,1,3,"[0.5735, 3.4741, 5.6721]"
79,0,1,2,1,3,"[0.6546, 4.5438, 5.6334]"
80,0,2,2,1,0,"[2.6957, 3.1215, 0.8568]"
81,0,2,2,1,0,"[4.8023, 3.3034, 3.553]"
82,0,2,2,1,0,"[6.2227, 2.3785, 2.7034]"
83,0,2,2,1,0,"[6.5884, 0.8183, 4.2697]"
84,0,2,2,1,0,"[6.3525, 0.9588, 4.3382]"
85,0,2,2,1,0,"[7.0573, 0.6157, 4.1793]"
86,0,2,2,1,0,"[3.1765, 2.4808, 1.9577]"
87,0,2,2,1,0,"[1.6341, 3.3798, 1.652]"
88,0,2,2,1,0,"[2.1893, 2.7366, 2.9186]"
89,0,2,2,1,0,"[4.8587, 3.2211, 3.7396]"
90,0,2,2,1,1,"[3.0222, 1.8074, 1.894]"
91,0,2,2,1,1,"[3.8817, 1.8362, 2.8366]"
92,0,2,2,1,1,"[3.9269, 1.7213, 3.911]"
93,0,2,2,1,1,"[3.8642, 2.4332, 4.4281]"
94,0,2,2,1,1,"[3.4307, 1.5124, 3.6968]"
95,0,2,2,1,1,"[3.1752, 1.9137, 3.8727]"
96,0,2,2,1,1,"[4.2962, 1.8486, 5.194]"
97,0,2,2,1,1,"[5.1128, 2.6196, 4.5425]"
98,0,2,2,1,1,"[7.2195, 4.7865, 3.1777]"
99,0,2,2,1,1,"[7.2585, 3.7412, 4.2514]"
100,0,2,2,1,2,"[0.737, 0.4893, 0.421]"
101,0,2,2,1,2,"[0.582, 2.8514, 1.1334]"
102,0,2,2,1,2,"[1.2507, 3.9382, 2.528]"
103,0,2,2,1,2,"[2.0012, 5.0348, 3.356]"
104,0,2,2,1,2,"[1.7155, 3.6129, 3.0978]"
105,0,2,2,1,2,"[2.9945, 0.8189, 3.6928]"
106,0,2,2,1,2,"[4.9305, 0.5011, 5.646]"
107,0,2,2,1,2,"[4.066, 0.5966, 6.8085]"
108,0,2,2,1,2,"[2.7594, 0.7182, 9.2209]"
109,0,2,2,1,2,"[4.1632, 0.4692, 4.5035]"
110,0,2,2,1,3,"[1.9977, 1.1957, 0.5355]"
111,0,2,2,1,3,"[3.7812, 2.4948, 1.6187]"
112,0,2,2,1,3,"[4.4512, 1.4948, 2.9614]"
113,0,2,2,1,3,"[4.3647, 1.4231, 3.1042]"
114,0,2,2,1,3,"[3.3006, 3.795, 4.2297]"
115,0,2,2,1,3,"[4.9736, 4.5656, 4.5443]"
116,0,2,2,1,3,"[4.6521, 3.1013, 4.9276]"
117,0,2,2,1,3,"[4.1727, 2.9732, 4.6828]"
118,0,2,2,1,3,"[1.1896, 6.3322, 3.0268]"
119,0,2,2,1,3,"[2.6399, 4.4113, 4.2186]"
120,0,3,2,1,0,"[2.4972, 1.2458, 0.7202]"
121,0,3,2,1,0,"[1.506, 2.4555, 3.1594]"
122,0,3,2,1,0,"[3.0627, 2.0777, 5.5077]"
123,0,3,2,1,0,"[4.9523, 2.2335, 3.905]"
124,0,3,2,1,0,"[3.7837, 2.3774, 5.3744]"
125,0,3,2,1,0,"[2.9299, 3.3189, 1.628]"
126,0,3,2,1,0,"[3.4022, 5.4091, 0.7714]"
127,0,3,2,1,0,"[2.2653, 3.5406, 2.0725]"
128,0,3,2,1,0,"[0.9045, 5.8253, 0.9513]"
129,0,3,2,1,0,"[3.0113, 4.8984, 0.4568]"
130,0,3,2,1,1,"[2.743, 1.626, 0.7952]"
131,0,3,2,1,1,"[4.3593, 1.1882, 1.6852]"
132,0,3,2,1,1,"[5.3767, 1.8094, 2.6207]"
133,0,3,2,1,1,"[5.789, 5.6305, 0.4476]"
134,0,3,2,1,1,"[5.198, 7.4608, 0.8953]"
135,0,3,2,1,1,"[5.1978, 8.3091, 0.9287]"
136,0,3,2,1,1,"[4.4112, 5.7686, 1.2701]"
137,0,3,2,1,1,"[3.3179, 5.416, 2.2704]"
138,0,3,2,1,1,"[5.1497, 3.9202, 4.666]"
139,0,3,2,1,1,"[4.7523, 4.4263, 5.6675]"
140,0,3,2,1,2,"[3.2119, 1.4184, 1.9643]"
141,0,3,2,1,2,"[4.3229, 2.3786, 3.8062]"
142,0,3,2,1,2,"[4.8096, 2.1694, 1.4273]"
143,0,3,2,1,2,"[4.1138, 5.281, 1.0409]"
144,0,3,2,1,2,"[2.0619, 3.7524, 2.8873]"
145,0,3,2,1,2,"[0.7162, 4.7852, 2.344]"
146,0,3,2,1,2,"[0.9371, 4.4797, 3.6731]"
147,0,3,2,1,2,"[2.6963, 4.6172, 5.4597]"
148,0,3,2,1,2,"[3.3983, 3.0814, 1.424]"
149,0,3,2,1,2,"[4.0451, 4.0839, 3.5385]"
150,0,3,2,1,3,"[1.3754, 2.5541, 0.625]"
151,0,3,2,1,3,"[0.5926, 4.7978, 2.0343]"
152,0,3,2,1,3,"[0.7404, 4.6037, 3.8219]"
153,0,3,2,1,3,"[0.5198, 5.6249, 1.4893]"
154,0,3,2,1,3,"[0.5179, 5.0566, 3.2677]"
155,0,3,2,1,3,"[0.4579, 7.3443, 4.5727]"
156,0,3,2,1,3,"[0.554, 7.7267, 5.4624]"
157,0,3,2,1,3,"[0.2837, 9.0058, 6.4631]"
158,0,3,2,1,3,"[0.6257, 6.8918, 7.3757]"
159,0,3,2,1,3,"[1.7504, 5.5071, 5.5977]"
160,0,4,2,1,0,"[2.3254, 2.6122, 0.6992, 1.2087]"
161,0,4,2,1,0,"[4.0292, 5.6624, 0.6783, 3.7171]"
162,0,4,2,1,0,"[3.2057, 4.8772, 1.8877, 5.7353]"
163,0,4,2,1,0,"[3.14, 4.4827, 3.23, 1.9816]"
164,0,4,2,1,0,"[2.4006, 5.3421, 1.121, 2.2854]"
165,0,4,2,1,0,"[2.2205, 4.531, 0.4201, 2.6573]"
166,0,4,2,1,0,"[1.6334, 5.3062, 1.0453, 2.1468]"
167,0,4,2,1,0,"[3.4557, 6.4762, 3.0445, 2.395]"
168,0,4,2,1,0,"[3.3961, 6.7027, 1.3979, 1.3051]"
169,0,4,2,1,0,"[1.5166, 3.098, 1.7786, 3.6527]"
170,0,4,2,1,1,"[2.1285, 2.7132, 1.8106, 1.5333]"
171,0,4,2,1,1,"[2.8236, 3.3403, 3.4335, 2.2877]"
172,0,4,2,1,1,"[3.4159, 3.9158, 3.9729, 3.0223]"
173,0,4,2,1,1,"[3.3563, 4.9537, 2.4237, 4.3478]"
174,0,4,2,1,1,"[4.2741, 7.3141, 0.6682, 4.3272]"
175,0,4,2,1,1,"[4.4748, 8.7573, 1.3743, 5.4006]"
176,0,4,2,1,1,"[3.4042, 5.0807, 2.1435, 5.9892]"
177,0,4,2,1,1,"[2.9705, 4.5718, 2.5591, 7.3461]"
178,0,4,2,1,1,"[3.569, 3.791, 2.5587, 7.0812]"
179,0,4,2,1,1,"[4.265, 5.6171, 3.9301, 2.7166]"
180,0,4,2,1,2,"[1.1154, 0.8416, 1.8192, 2.0904]"
181,0,4,2,1,2,"[1.4221, 1.0968, 2.6863, 1.9571]"
182,0,4,2,1,2,"[1.3221, 0.6483, 2.8147, 3.2936]"
183,0,4,2,1,2,"[1.8399, 2.8248, 2.8193, 1.784]"
184,0,4,2,1,2,"[2.4928, 5.0849, 4.2573, 0.8037]"
185,0,4,2,1,2,"[2.1398, 2.2418, 0.7838, 1.6359]"
186,0,4,2,1,2,"[1.2529, 1.6997, 0.5554, 2.7307]"
187,0,4,2,1,2,"[2.4241, 3.3061, 0.4373, 2.1512]"
188,0,4,2,1,2,"[1.438, 2.9691, 0.6968, 1.8544]"
189,0,4,2,1,2,"[0.8026, 2.6904, 0.5187, 2.7313]"
190,0,4,2,1,3,"[0.7769, 0.6761, 2.9421, 1.0387]"
191,0,4,2,1,3,"[1.4725, 2.4257, 1.466, 2.0726]"
192,0,4,2,1,3,"[3.4673, 5.6102, 0.7264, 3.83]"
193,0,4,2,1,3,"[3.7069, 5.3339, 0.9701, 3.9078]"
194,0,4,2,1,3,"[4.1464, 6.4587, 0.686, 4.1226]"
195,0,4,2,1,3,"[4.5777, 6.2589, 0.585, 3.7352]"
196,0,4,2,1,3,"[1.8934, 4.7707, 0.5083, 4.2296]"
197,0,4,2,1,3,"[3.0762, 3.6751, 2.3034, 3.1361]"
198,0,4,2,1,3,"[2.2975, 3.1905, 3.6876, 4.9421]"
199,0,4,2,1,3,"[2.0498, 3.225, 2.7406, 5.9793]"
200,0,5,2,1,0,"[0.4408, 0.6256, 3.4288, 0.3765]"
201,0,5,2,1,0,"[0.8144, 0.9619, 5.7267, 1.7058]"
202,0,5,2,1,0,"[1.408, 1.487, 2.7596, 3.1795]"
203,0,5,2,1,0,"[3.134, 2.9366, 1.7087, 0.986]"
204,0,5,2,1,0,"[3.5673, 3.7618, 1.2937, 1.0711]"
205,0,5,2,1,0,"[2.9067, 1.709, 1.9176, 1.853]"
206,0,5,2,1,0,"[0.9557, 2.2194, 1.5799, 1.4409]"
207,0,5,2,1,0,"[1.0745, 0.7247, 3.2511, 1.2945]"
208,0,5,2,1,0,"[2.5802, 1.3292, 3.2122, 0.9681]"
209,0,5,2,1,0,"[3.7866, 2.7535, 1.1717, 0.5986]"
210,0,5,2,1,1,"[1.7423, 0.8566, 1.4088, 0.4938]"
211,0,5,2,1,1,"[1.8593, 0.5356, 2.7197, 0.4954]"
212,0,5,2,1,1,"[1.7373, 0.5002, 3.6738, 0.3486]"
213,0,5,2,1,1,"[2.923, 0.8906, 4.9957, 2.1576]"
214,0,5,2,1,1,"[2.2689, 0.8313, 5.973, 2.4771]"
215,0,5,2,1,1,"[3.8734, 0.9793, 3.2807, 1.6096]"
216,0,5,2,1,1,"[2.9361, 1.3134, 4.9917, 1.8059]"
217,0,5,2,1,1,"[1.9874, 1.6735, 3.8177, 0.615]"
218,0,5,2,1,1,"[3.5685, 1.5981, 4.4111, 0.539]"
219,0,5,2,1,1,"[3.8314, 0.9556, 7.3509, 1.8354]"
220,0,5,2,1,2,"[0.9564, 0.5045, 3.1344, 2.1065]"
221,0,5,2,1,2,"[2.6149, 1.3723, 0.5842, 2.1155]"
222,0,5,2,1,2,"[3.4, 2.8621, 0.9732, 0.7653]"
223,0,5,2,1,2,"[4.222, 3.8678, 1.2397, 1.808]"
224,0,5,2,1,2,"[2.6643, 2.7695, 2.0207, 0.8308]"
225,0,5,2,1,2,"[3.9101, 4.0432, 0.8191, 2.4103]"
226,0,5,2,1,2,"[5.0843, 5.9185, 2.114, 0.6253]"
227,0,5,2,1,2,"[5.051, 6.0816, 0.8509, 0.7749]"
228,0,5,2,1,2,"[3.2809, 3.5216, 0.7901, 1.5922]"
229,0,5,2,1,2,"[5.0288, 5.2206, 1.1752, 1.2519]"
230,0,5,2,1,3,"[0.8455, 0.9328, 2.0787, 0.9228]"
231,0,5,2,1,3,"[1.9489, 1.2439, 3.4924, 1.6907]"
232,0,5,2,1,3,"[3.3701, 2.0498, 1.5295, 3.1268]"
233,0,5,2,1,3,"[3.3674, 1.1341, 2.1281, 4.6956]"
234,0,5,2,1,3,"[3.5031, 1.6101, 5.0311, 3.2176]"
235,0,5,2,1,3,"[3.3609, 3.0459, 2.5042, 2.1745]"
236,0,5,2,1,3,"[3.7075, 3.9403, 0.8397, 1.2487]"
237,0,5,2,1,3,"[2.9301, 1.2815, 3.0147, 2.5381]"
238,0,5,2,1,3,"[1.7593, 0.7861, 1.7061, 3.3701]"
239,0,5,2,1,3,"[2.8573, 1.2043, 4.2789, 5.806]"
240,0,6,2,1,0,"[1.358, 1.9584, 2.6109, 4.4704, 1.3488]"
241,0,6,2,1,0,"[0.7393, 2.0168, 3.3232, 7.544, 1.4504]"
242,0,6,2,1,0,"[3.3529, 5.3687, 2.7344, 5.6899, 0.909]"
243,0,6,2,1,0,"[3.8781, 6.9773, 3.817, 7.0237, 1.0181]"
244,0,6,2,1,0,"[3.5147, 8.0764, 2.4707, 4.6852, 3.8917]"
245,0,6,2,1,0,"[3.2606, 6.0582, 2.4314, 4.4223, 5.402]"
246,0,6,2,1,0,"[1.2201, 4.4678, 3.7886, 7.3052, 4.0247]"
247,0,6,2,1,0,"[0.6801, 3.6706, 0.658, 5.9709, 4.7344]"
248,0,6,2,1,0,"[0.6817, 3.5888, 0.7358, 3.0664, 5.3128]"
249,0,6,2,1,0,"[0.9988, 4.0676, 0.9234, 2.1047, 4.4558]"
250,0,6,2,1,1,"[1.5835, 1.679, 2.0065, 2.1647, 0.5992]"
251,0,6,2,1,1,"[2.5122, 3.2718, 3.3057, 4.4385, 0.503]"
252,0,6,2,1,1,"[1.1205, 2.5295, 2.0386, 5.2903, 0.3651]"
253,0,6,2,1,1,"[2.082, 2.9452, 4.1103, 7.5889, 0.5569]"
254,0,6,2,1,1,"[3.7461, 4.3816, 3.6339, 7.786, 0.3848]"
255,0,6,2,1,1,"[3.6596, 4.0641, 4.5073, 10.2059, 0.5534]"
256,0,6,2,1,1,"[2.7123, 6.3517, 3.7526, 4.5058, 3.4761]"
257,0,6,2,1,1,"[2.814, 6.4905, 3.5285, 4.5094, 4.8319]"
258,0,6,2,1,1,"[4.5233, 5.6749, 1.1897, 4.7765, 6.5027]"
259,0,6,2,1,1,"[3.331, 3.4295, 2.9584, 6.9272, 6.3067]"
260,0,6,2,1,2,"[1.7356, 1.8441, 1.7798, 1.8646, 1.0804]"
261,0,6,2,1,2,"[1.4267, 2.3014, 2.329, 3.1242, 2.361]"
262,0,6,2,1,2,"[1.2437, 1.5357, 2.6148, 3.4571, 2.3015]"
263,0,6,2,1,2,"[1.349, 1.6994, 2.4458, 4.8322, 4.5894]"
264,0,6,2,1,2,"[2.0344, 3.7171, 1.6137, 4.0568, 4.1404]"
265,0,6,2,1,2,"[1.6877, 5.8051, 2.0402, 4.2287, 3.0556]"
266,0,6,2,1,2,"[3.0498, 7.4051, 2.0336, 3.1651, 3.0026]"
267,0,6,2,1,2,"[3.9406, 9.168, 3.63, 3.6662, 3.6438]"
268,0,6,2,1,2,"[3.3845, 8.8309, 1.7257, 1.5644, 4.6431]"
269,0,6,2,1,2,"[2.824, 9.3995, 2.1924, 3.1873, 3.0797]"
270,0,6,2,1,3,"[1.4851, 1.5692, 1.671, 2.5773, 2.251]"
271,0,6,2,1,3,"[2.3941, 2.4159, 2.8754, 6.1574, 3.1346]"
272,0,6,2,1,3,"[2.1226, 3.1345, 3.5742, 6.5087, 5.9259]"
273,0,6,2,1,3,"[2.9264, 5.2424, 1.9679, 3.8317, 4.1016]"
274,0,6,2,1,3,"[3.9198, 6.9609, 3.199, 4.7282, 3.3917]"
275,0,6,2,1,3,"[4.7956, 8.6981, 2.704, 4.4842, 2.7174]"
276,0,6,2,1,3,"[3.7458, 5.4523, 3.4091, 4.3608, 3.9496]"
277,0,6,2,1,3,"[3.9864, 6.6533, 3.4689, 4.3094, 4.0809]"
278,0,6,2,1,3,"[2.4708, 6.2233, 3.3665, 4.1182, 2.9015]"
279,0,6,2,1,3,"[4.3574, 8.7831, 3.0345, 3.6035, 2.5443]"
280,0,7,2,1,0,"[2.3513, 2.3665, 1.5064, 1.5088, 2.0385]"
281,0,7,2,1,0,"[3.353, 3.5863, 2.1167, 0.5677, 3.8967]"
282,0,7,2,1,0,"[4.484, 4.6117, 0.776, 0.3674, 5.7279]"
283,0,7,2,1,0,"[2.3586, 2.9772, 0.7125, 0.648, 5.9034]"
284,0,7,2,1,0,"[5.0823, 4.8223, 0.4277, 0.6905, 5.3493]"
285,0,7,2,1,0,"[3.8171, 3.1059, 0.7717, 0.7198, 5.4804]"
286,0,7,2,1,0,"[3.5611, 3.282, 0.7319, 0.4334, 5.4784]"
287,0,7,2,1,0,"[1.8127, 2.0448, 2.1254, 1.735, 2.4084]"
288,0,7,2,1,0,"[1.7249, 1.416, 2.4418, 1.9383, 1.7591]"
289,0,7,2,1,0,"[3.6102, 4.0376, 3.7365, 3.0863, 2.0538]"
290,0,7,2,1,1,"[1.4431, 0.8806, 2.1913, 1.5444, 2.1631]"
291,0,7,2,1,1,"[3.0038, 1.1984, 2.7507, 1.0394, 0.7338]"
292,0,7,2,1,1,"[3.8072, 2.5402, 2.7718, 0.8847, 1.9988]"
293,0,7,2,1,1,"[4.0866, 2.3192, 2.5526, 1.0432, 3.3155]"
294,0,7,2,1,1,"[4.0088, 1.2638, 3.918, 3.6076, 4.5911]"
295,0,7,2,1,1,"[3.6992, 0.9437, 3.672, 4.842, 5.3658]"
296,0,7,2,1,1,"[3.8007, 1.0508, 3.9083, 2.6056, 2.8329]"
297,0,7,2,1,1,"[2.9666, 1.0665, 4.5921, 4.2597, 3.7381]"
298,0,7,2,1,1,"[3.6479, 1.9292, 2.9918, 4.8378, 1.3365]"
299,0,7,2,1,1,"[4.6424, 3.2624, 4.0023, 4.7607, 1.8509]"
300,0,7,2,1,2,"[2.0204, 1.6997, 1.5102, 1.2677, 0.6688]"
301,0,7,2,1,2,"[0.7441, 1.728, 0.9229, 1.3969, 2.6871]"
302,0,7,2,1,2,"[1.0686, 1.8029, 1.2944, 1.2164, 2.9848]"
303,0,7,2,1,2,"[2.1273, 2.1433, 1.2474, 1.1569, 3.811]"
304,0,7,2,1,2,"[1.6842, 0.4849, 3.5457, 3.7932, 2.4949]"
305,0,7,2,1,2,"[2.2027, 1.0517, 0.9506, 2.2772, 3.4614]"
306,0,7,2,1,2,"[1.7007, 1.3553, 1.9426, 1.3538, 5.0237]"
307,0,7,2,1,2,"[2.526, 1.7683, 4.2442, 3.5068, 1.8121]"
308,0,7,2,1,2,"[3.9308, 3.2301, 1.8011, 2.0214, 1.1607]"
309,0,7,2,1,2,"[4.8751, 4.2431, 3.6564, 3.6977, 0.5112]"
310,0,7,2,1,3,"[1.9068, 2.2394, 1.2572, 1.8837, 0.5353]"
311,0,7,2,1,3,"[3.0631, 1.2033, 2.805, 1.353, 2.5578]"
312,0,7,2,1,3,"[3.6521, 1.2391, 4.1612, 3.8154, 1.4724]"
313,0,7,2,1,3,"[1.3875, 0.7168, 5.5053, 5.8181, 0.9183]"
314,0,7,2,1,3,"[2.3126, 1.9209, 6.1072, 6.7795, 0.7804]"
315,0,7,2,1,3,"[2.778, 1.2272, 3.4182, 4.8049, 0.5128]"
316,0,7,2,1,3,"[3.2129, 1.2466, 1.8353, 0.3095, 2.4089]"
317,0,7,2,1,3,"[3.3605, 2.0213, 2.5174, 0.9283, 0.6586]"
318,0,7,2,1,3,"[3.6022, 2.7686, 3.1531, 0.9673, 0.6312]"
319,0,7,2,1,3,"[3.5617, 4.1044, 3.1806, 0.9238, 1.6094]"
320,0,8,2,1,0,"[2.3105, 3.0002, 0.3809, 0.4906, 2.4593]"
321,0,8,2,1,0,"[2.8195, 4.4733, 0.2983, 0.7626, 3.4843]"
322,0,8,2,1,0,"[4.4926, 7.2351, 1.2282, 1.7495, 5.7768]"
323,0,8,2,1,0,"[4.5753, 8.7734, 1.8781, 2.575, 5.6302]"
324,0,8,2,1,0,"[2.2822, 8.794, 2.9925, 3.5585, 1.8255]"
325,0,8,2,1,0,"[1.2739, 5.9662, 3.8807, 3.4551, 3.6086]"
326,0,8,2,1,0,"[3.7915, 7.6812, 3.154, 4.1592, 1.5562]"
327,0,8,2,1,0,"[3.8276, 9.2766, 1.9786, 1.5609, 2.8086]"
328,0,8,2,1,0,"[0.7952, 5.0462, 3.2343, 2.6858, 4.1554]"
329,0,8,2,1,0,"[2.5088, 3.8676, 2.9937, 2.4927, 3.0417]"
330,0,8,2,1,1,"[1.489, 1.1523, 1.3402, 0.7461, 1.5988]"
331,0,8,2,1,1,"[1.4735, 0.677, 0.6748, 0.3587, 2.9662]"
332,0,8,2,1,1,"[1.9187, 1.2553, 1.443, 1.8147, 4.206]"
333,0,8,2,1,1,"[1.8458, 1.748, 3.4867, 3.5293, 5.5443]"
334,0,8,2,1,1,"[3.2473, 3.296, 4.6173, 4.8663, 7.9641]"
335,0,8,2,1,1,"[3.4629, 5.0401, 3.3223, 1.0367, 4.7987]"
336,0,8,2,1,1,"[3.6859, 6.2013, 1.96, 0.7561, 2.8888]"
337,0,8,2,1,1,"[2.0729, 1.9861, 1.9492, 0.8097, 3.7746]"
338,0,8,2,1,1,"[2.7248, 2.7751, 1.4794, 0.9012, 3.6551]"
339,0,8,2,1,1,"[3.338, 5.4638, 2.1048, 0.913, 1.8669]"
340,0,8,2,1,2,"[0.6008, 0.4967, 1.4548, 1.3098, 1.8469]"
341,0,8,2,1,2,"[1.3624, 0.7515, 3.7607, 3.5179, 3.9197]"
342,0,8,2,1,2,"[1.9924, 2.6336, 2.4317, 2.4663, 2.1941]"
343,0,8,2,1,2,"[1.9085, 4.9857, 2.529, 2.3534, 4.0234]"
344,0,8,2,1,2,"[2.9938, 6.2473, 1.7308, 1.2219, 3.7043]"
345,0,8,2,1,2,"[2.1329, 3.2489, 3.3781, 2.8628, 1.2031]"
346,0,8,2,1,2,"[2.7343, 3.3451, 4.4221, 4.9428, 3.1742]"
347,0,8,2,1,2,"[1.958, 3.8624, 0.9233, 0.8361, 1.2542]"
348,0,8,2,1,2,"[2.8206, 5.3309, 0.7454, 1.0289, 1.196]"
349,0,8,2,1,2,"[1.3533, 3.2956, 4.3343, 4.4439, 2.1151]"
350,0,8,2,1,3,"[0.9975, 0.9848, 2.9279, 2.752, 1.6621]"
351,0,8,2,1,3,"[0.791, 1.0856, 3.1555, 2.9925, 2.3991]"
352,0,8,2,1,3,"[1.7618, 2.9466, 4.9925, 5.7743, 0.5654]"
353,0,8,2,1,3,"[2.1091, 3.4967, 4.3548, 5.216, 2.9644]"
354,0,8,2,1,3,"[3.4783, 4.4953, 2.9335, 1.085, 1.906]"
355,0,8,2,1,3,"[2.8987, 3.8514, 3.4612, 3.068, 5.2744]"
356,0,8,2,1,3,"[1.7433, 4.5253, 2.6127, 1.0531, 6.4619]"
357,0,8,2,1,3,"[3.2364, 4.0397, 4.0435, 3.6779, 5.5223]"
358,0,8,2,1,3,"[3.4671, 4.2016, 3.2547, 1.625, 3.3834]"
359,0,8,2,1,3,"[3.0161, 6.7812, 2.2551, 0.9024, 3.7999]"
